"SequenceName"	"LOCUS"	"LENGTH"	"RECORD_DATE"	"host"	"country"	"collection_date"	"serotype"	"isolate"	"strain"	"segment"	"gene"	"product"	"codon_start"	"note"	"COMPLEMENT"	"position"	"regAssign"
"africanbuffalo|Mozambique|2010|MOZ/P13/2010 B16|14-Sep-2010|2010.7014"	"KF219691"	" 663"	"31-DEC-2013"	"African buffalo (Syncerus caffer)"	"Mozambique: Marromeu National Park"	"14-Sep-2010"	"SAT 1"	"MOZ/P13/2010 B16"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>663"	"1"
"cattle|Zimbabwe|2003|ZIM/23/2003|2003|2003.4521"	"KF219690"	" 663"	"31-DEC-2013"	"cattle"	"Zimbabwe"	"2003"	"SAT 1"	"ZIM/23/2003"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>663"	"1"
"cattle|Botswana|1977|BOT/24/77|1977|1977.4521"	"KF219688"	" 663"	"31-DEC-2013"	"cattle"	"Botswana"	"1977"	"SAT 1"	"BOT/24/77"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>663"	"1"
"antelope_kudu|Botswana|1977|BOT/17/77|1977|1977.4521"	"KF219687"	" 663"	"31-DEC-2013"	"Tragelaphus strepsiceros (greater kudu)"	"Botswana"	"1977"	"SAT 1"	"BOT/17/77"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>663"	"1"
"cattle|Botswana|1977|BOT/1/77|1977|1977.4521"	"KF219686"	" 663"	"31-DEC-2013"	"cattle"	"Botswana"	"1977"	"SAT 1"	"BOT/1/77"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>663"	"1"
"africanbuffalo|Uganda|1970|UGA-BUFF/21/70|1970|1970.4521"	"KF219682"	" 663"	"31-DEC-2013"	"African buffalo (Syncerus caffer)"	"Uganda: Queen Elizabeth National Park"	"1970"	"SAT 1"	"UGA-BUFF/21/70"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>663"	"1"
"africanbuffalo|Uganda|1970|UGA-BUFF/10/70|1970|1970.4521"	"KF219681"	" 663"	"31-DEC-2013"	"African buffalo (Syncerus caffer)"	"Uganda: Queen Elizabeth National Park"	"1970"	"SAT 1"	"UGA-BUFF/10/70"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>663"	"1"
"wildebeest|Tanzania|1999|TAN/60/99|1999|1999.4521"	"KF561721"	" 663"	"27-NOV-2013"	"wildebeest"	"Tanzania: Serengeti National Park, Mara Region"	"1999"	"SAT1"	"TAN/60/99"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>663"	"1"
"cattle|Tanzania|1999|TAN/51/99|Aug-1999|1999.6192"	"KF561720"	" 663"	"27-NOV-2013"	"cattle"	"Tanzania: Kinondoni District, Dar es Salaam"	"Aug-1999"	"SAT1"	"TAN/51/99"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>663"	"1"
"cattle|Tanzania|1999|TAN/43/99|1999|1999.4521"	"KF561719"	" 663"	"27-NOV-2013"	"cattle"	"Tanzania: Iringa, Iringa Region"	"1999"	"SAT1"	"TAN/43/99"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>663"	"1"
